 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
ENSG00000100614	PPM1A	2795	2286	2597	2264	2294	2817
ENSG00000100625	SIX4	354	247	408	522	554	686
ENSG00000100626	GALNTL1	61	84	59	40	32	46
ENSG00000100628	ASB2	1	5	3	1	4	3
ENSG00000100629	CEP128	560	506	539	334	375	456
ENSG00000100632	ERH	4233	3557.99	3696.99	5957	5135.99	6491.99
ENSG00000100644	HIF1A	18261.99	14500	16141	9340.99	9233	11216.81
ENSG00000100647	KIAA0247	1069	901	934	976	995	1146
ENSG00000100650	SRSF5	6203	7008	6827	7458	7692	7743
ENSG00000100652	SLC10A1	0	0	0	0	0	0
ENSG00000100664	EIF5	7018	6389	7218	8045	8156	9645
ENSG00000100665	SERPINA4	0	0	0	0	0	0
ENSG00000100678	SLC8A3	118	119	100	2	3	2
ENSG00000100697	DICER1	1783	1779	1752	1649	1879	2308
ENSG00000100711	ZFYVE21	1221.01	977	1042	1788	1679	2037
ENSG00000100714	MTHFD1	5748.31	5046.64	5418.01	5668.92	5940.94	6917.9
ENSG00000100721	TCL1A	0	0	0	0	0	0
ENSG00000100722	ZC3H14	2812.06	2290.05	2622.51	2868.62	2985.3	3342.69
ENSG00000100726	TELO2	926	936	864	925	783	1045
ENSG00000100731	PCNX	3524	2971	3268	2558	3133	4085
ENSG00000100739	BDKRB1	5	8.04	7.06	5.45	6.97	5
ENSG00000100744	C14orf129	960	628	737	1185	1144	1330
ENSG00000100749	VRK1	1107	819	916	1198	1128	1358
ENSG00000100764	PSMC1	2422.8	2089.34	2168.75	2855.83	2829.82	3364.18
ENSG00000100767	PAPLN	1577.92	1935	1624.79	2874.99	3067.78	3125.92
ENSG00000100784	RPS6KA5	1360.86	1259.77	1289.71	751.37	810.16	996.27
ENSG00000100796	SMEK1	3251	2965	2786	2937	3073	3664
ENSG00000100802	C14orf93	304	285	239	311	333	379
ENSG00000100804	PSMB5	2856	2417.09	2526	3356	3138.39	3924
ENSG00000100811	YY1	6658	5159	5657	5071	5137	6326
ENSG00000100813	ACIN1	6709.46	7384.14	6081.49	5231.9	5622.51	5694.24
ENSG00000100814	CCNB1IP1	1128	1015	937	797	702	884
ENSG00000100815	TRIP11	2718	2215	2372	1316	1536	1954
ENSG00000100823	APEX1	3943	3584	3658	4607	4448	5224
ENSG00000100836	PABPN1	4108.72	3925.57	4488.62	4789.29	4463.98	4827.26
ENSG00000100842	EFS	0	0	0	23	12	28
ENSG00000100852	ARHGAP5	5471.66	4439.79	4207	3443	4126	4990
ENSG00000100865	CINP	775	714	654	644	638	756
ENSG00000100867	DHRS2	2	3	0	42	36	55
ENSG00000100883	SRP54	2713	2177	2281	3015	2819	3452
ENSG00000100884	CPNE6	0	0	0	0	0	0
ENSG00000100888	CHD8	2978	2332	2246	2422	2766	3400
ENSG00000100889	PCK2	561	452	512	636	616	725
ENSG00000100890		1396.58	1168.99	1351.88	1312.49	1247.46	1569.65
ENSG00000100897	DCAF11	1842.92	1455.88	1705.95	2300.93	2199.9	2671.87
ENSG00000100902	PSMA6	2766.96	2429.52	2289.78	4490	4086.79	5362.25
ENSG00000100906	NFKBIA	967	885	1099	2363	2280	2703
ENSG00000100908	FAM158A	508.35	536.5	456.63	460.51	423.76	517.82
ENSG00000100911	PSME2	1511	1409	1486	3865	3570	4721.99
ENSG00000100916	BRMS1L	712.86	555.87	709.87	875.96	846.92	1090.82
ENSG00000100918	REC8	84	135	118	1015	1076	1271
ENSG00000100926	TM9SF1	1722.39	1680.05	1617.65	2129.6	2189.85	2378.89
ENSG00000100934	SEC23A	6292	5196	5394	5243.98	5322	6367
ENSG00000100938	GMPR2	1816	1560	1674	1917	2020	2334
ENSG00000100941	PNN	5393.96	4863	4924.98	5426	5581	5597
ENSG00000100949	RABGGTA	615	668	495	412	434	480
ENSG00000100968	NFATC4	2309	2954	2108	2016	2173	1901
ENSG00000100979	PLTP	205	166	164	565	633	670
ENSG00000100982	PCIF1	1596	1485	1380.99	1572	1477	1720
ENSG00000100983	GSS	2862	2644	2478	2959	2867	3281
ENSG00000100985	MMP9	47	23	28	1	2	5
ENSG00000100987	VSX1	0	0	0	0	0	1
ENSG00000100991	TRPC4AP	2861	2848	2636	3228	3296	3760
ENSG00000100994	PYGB	4258	3835	4110	4938	4865	5602
ENSG00000100997	ABHD12	1381	1199	1175	1398	1407	1629
ENSG00000101000	PROCR	327	297	276	426	395	514
ENSG00000101003	GINS1	1385	1125	1244	2035	2029	2431
ENSG00000101004	NINL	574	582	508	648	745	782
ENSG00000101017	CD40	632	586	554	902	1016	1101
ENSG00000101019	UQCC	1717	1648	1641	1954	1887	2248
ENSG00000101040	ZMYND8	2981	2883	3198	2566	3060	3290
ENSG00000101049	SGK2	134	146	140	100	130	111
ENSG00000101052	IFT52	1048	909	837	1292	1191	1426
ENSG00000101057	MYBL2	2327	1961	2016	3142	3073	3396
ENSG00000101074	R3HDML	0	0	0	0	0	0
ENSG00000101076	HNF4A	0	0	0	0	0	0
ENSG00000101079	NDRG3	1033	912	983	1491	1381	1634
ENSG00000101082	SLA2	0	2.01	0	5.01	0	2.01
ENSG00000101084	C20orf24	1135.85	919.81	1109.48	1011.02	977.52	1329.39
ENSG00000101096	NFATC2	0	4	5	1	0	1
ENSG00000101098	RIMS4	1	3	0	2	1	3
ENSG00000101104	PABPC1L	729	1305	870	555	623	395
ENSG00000101109	STK4	2830	2678	2455	2552	2788	3084
ENSG00000101115	SALL4	1	0	0	1	1	1
ENSG00000101126	ADNP	4072	3409	3662	5119	5322	6734
ENSG00000101132	PFDN4	775	673	638	860	757	1103
ENSG00000101134	DOK5	1	2	3	67	86	100
ENSG00000101138	CSTF1	1200	1137	1258	1312	1318	1571
ENSG00000101144	BMP7	0	0	0	0	0	0
ENSG00000101146	RAE1	981	1013	981	1387	1342	1417
ENSG00000101150	TPD52L2	3285	2939	3211	3472	3313	3787
ENSG00000101152	DNAJC5	2970	2529	2879	3093	3170	3409
ENSG00000101158	TH1L	2316	2453	2297	2406	2280	2493
ENSG00000101160	CTSZ	4600	3615	4261	5645	5368	6628
ENSG00000101161	PRPF6	2335	2138	1983	2208	2394	2712
ENSG00000101162	TUBB1	3.02	1	2.01	5.04	11.1	4.02
ENSG00000101166	SLMO2	2077	1569	1936	2757	2766	3238
ENSG00000101180	HRH3	0	0	0	0	0	0
ENSG00000101181	GTPBP5	519	445	441	623.61	590	737
ENSG00000101182	PSMA7	2908	2252	2679	4283	3953	5248
ENSG00000101187	SLCO4A1	1161.95	921.92	1154.89	1545.93	1591.9	1497.92
ENSG00000101188	NTSR1	0	3	0	4	0	0
ENSG00000101189	C20orf20	978	916	821	788	770	912
ENSG00000101190	TCFL5	258.39	180.12	218.26	460.37	445.56	506.97
ENSG00000101191	DIDO1	2072	1697	1814	2265	2657	2913
ENSG00000101193	C20orf11	1130	929	926	998	1002	1158
ENSG00000101194	SLC17A9	0	0	0	1	0	0
ENSG00000101197	BIRC7	0	0	0	0	0	0
ENSG00000101198	NKAIN4	0	2	1	5	2	5
ENSG00000101199	ARFGAP1	2177.01	2033	2006	1857	1833.85	1967
ENSG00000101200	AVP	0	0	0	0	0	0
ENSG00000101203	COL20A1	0	1	0	0	0	1
ENSG00000101204	CHRNA4	0	0	0	0	0	0
ENSG00000101210	EEF1A2	216	281	182	22	16	15
ENSG00000101213	PTK6	1	2	5	2	6	4
ENSG00000101216	GMEB2	749	832	672	736	635	770
ENSG00000101220	C20orf27	356	285	352	477	377	508
ENSG00000101222	SPEF1	6	6	5	7	11	5
ENSG00000101224	CDC25B	3227	2807	3091	4911	4869	5713
ENSG00000101230	ISM1	0	1	0	0	5	1
ENSG00000101236	RNF24	3349	3419.73	3390	1274	1476	1702
ENSG00000101246	ARFRP1	680	551	620	964	936	1033
ENSG00000101247	C20orf7	240	201	270	317	275	318
ENSG00000101251	SEL1L2	0	0	0	0	0	0
ENSG00000101255	TRIB3	2020	1678	1845	1229	1090	1191
ENSG00000101265	RASSF2	234	251	153	640	624	664
ENSG00000101266	CSNK2A1	5348.99	4591	4369	5274.99	5459	6152
ENSG00000101276	SLC52A3	0	0	1	0	0	0
ENSG00000101278		0	0	0	0	3	0
ENSG00000101280	ANGPT4	2	0	0	0	0	2
ENSG00000101282	RSPO4	0	0	0	0	0	0
ENSG00000101290	CDS2	2499	2363	2285	2229	2362	2570
ENSG00000101292	PROKR2	0	0	0	0	0	0
ENSG00000101294	HM13	2194	1941	2184	2305	2278	2719
ENSG00000101298	SNPH	253	177	228	437	444	567
ENSG00000101306	MYLK2	7	5	9	7	5	14
ENSG00000101307	SIRPB1	123.07	105.04	68.69	98	104.36	100.45
ENSG00000101310	SEC23B	2912	2359	2722	2390	2280	2960
ENSG00000101311	FERMT1	55	53	63	106	122	132
ENSG00000101323	HAO1	0	0	0	0	0	0
ENSG00000101327	PDYN	0	0	0	0	1	0
ENSG00000101331	C20orf160	0	4	2	6	9	3
ENSG00000101333	PLCB4	1969	1946	1998	1104	1246	1434
ENSG00000101335	MYL9	3612.74	3288.01	3460.35	1269.83	1182.46	1364
ENSG00000101336	HCK	1	0	1	0	0	0
ENSG00000101337	TM9SF4	3353	3254	2674	2943	3074	3273
ENSG00000101342	C20orf118	35.5	37.58	21.38	33.51	42.78	51.56
ENSG00000101343	CRNKL1	957	870	837	1153	1253	1421
ENSG00000101346	POFUT1	2921	2597	2487	2839	3098	3472
ENSG00000101347	SAMHD1	1694.5	1393.42	1660.62	6522.49	7618.22	10341.44
ENSG00000101349	PAK7	0	0	0	0	0	0
ENSG00000101350	KIF3B	2579	2185	2089	2486	2628	3019
ENSG00000101353	C20orf132	10	13	2	27	30	47
ENSG00000101361	NOP56	2834	2549	2738	3633	3406	3843
ENSG00000101363	MANBAL	1148	1067	1031	1415	1348	1622
ENSG00000101365	IDH3B	1803	1646	1608	1969	1813	2121
ENSG00000101367	MAPRE1	4867	3754	4654	5482	5335	6543
ENSG00000101384	JAG1	473	387	367	819	916.85	1039
ENSG00000101391	CDK5RAP1	675	547	593	761	779	883
ENSG00000101400	SNTA1	1012	1100	824	526	494	580
ENSG00000101405	OXT	0	0	0	0	0	0
ENSG00000101407	TTI1	1361	1322	1228	1302	1505	1495
ENSG00000101412	E2F1	1560	1245	1254	1401	1426	1590
ENSG00000101413	RPRD1B	1280	1084	1097	1529	1668	1980
ENSG00000101417	PXMP4	210	145	166	287	279	288
ENSG00000101421	CHMP4B	2845	2322	2360	3168	2900	3753
ENSG00000101425	BPI	0	1	0	0	0	0
ENSG00000101435	CST9L	0	0	0	0	0	0
ENSG00000101438	SLC32A1	1	0	0	0	0	0
ENSG00000101439	CST3	1657	1406	1385	3464	3072	3669
ENSG00000101440	ASIP	0	1	0	0	0	0
ENSG00000101441	CST4	0	0	0	0	0	0
ENSG00000101442	ACTR5	200	141	176	216	209	232
ENSG00000101443	WFDC2	16	23	18	38	44	30
ENSG00000101444	AHCY	2678	2321	2626	3061	2822.99	3396
ENSG00000101445	PPP1R16B	44	44	38	2	1	3
ENSG00000101446	SPINT3	0	0	0	0	0	0
ENSG00000101447	FAM83D	1460	1175	1102	1962	2046	2331
ENSG00000101448	SPINLW1	25	76	46	0	0	1
ENSG00000101452	DHX35	421	417	393	451	467	549
ENSG00000101457	DNTTIP1	730	616	636	795	775	946
ENSG00000101460	MAP1LC3A	15	8	15	19	19	20
ENSG00000101463	SYNDIG1	0	0	0	0	0	0
ENSG00000101464	PIGU	724	667	687	880	816	1021
ENSG00000101470	TNNC2	4	1	1	0	0	0
ENSG00000101473	ACOT8	493.95	450.04	509.64	410.72	416.73	504.91
ENSG00000101474	C20orf3	4472	3975	3912	5087	4763	5798
ENSG00000101489	CELF4	12	6	1	1	2	0
ENSG00000101493	ZNF516	1081	1082	1012	326	359	396
ENSG00000101542	CDH20	0	0	1	2	0	5
ENSG00000101544	ADNP2	1764	1427	1593	1384	1405	1728
ENSG00000101546	RBFA	357.83	356.93	346.99	295	252.94	343.97
ENSG00000101557	USP14	3209	2594	3056	3327	3562	4244
ENSG00000101558	VAPA	6315	5189	5363	5338	5332	6472
ENSG00000101574	METTL4	636	575	658	868	859	1079
ENSG00000101577	LPIN2	4930	4496	4443	3247	3533	4183
ENSG00000101596	SMCHD1	3474	3157	3284	3581	4201	5288
ENSG00000101605	MYOM1	16	24	26	40	41	50
ENSG00000101608	MYL12A	12216	9849	10669.15	13379	11949	15127
ENSG00000101624	CEP76	454.01	321.4	343.26	440.56	440.51	531.72
ENSG00000101638	ST8SIA5	0	4	2	2	3	7
ENSG00000101639	CEP192	1758	1578	1761	1849	2108	2521
ENSG00000101654	RNMT	5805	5409.7	5873.85	3055	3461	4226
ENSG00000101665	SMAD7	528	447	434	519	613	675
ENSG00000101670	LIPG	35	28	27	569	677	779
ENSG00000101680	LAMA1	4752	4443.49	3901.43	575	720	951
ENSG00000101695	RNF125	33	26.27	16	25	34	34
ENSG00000101745	ANKRD12	4337	3737	3364	2038	2174	2924
ENSG00000101746	NOL4	0	0	0	0	0	0
ENSG00000101751	POLI	1116	1280	1129	876	1072	1122
ENSG00000101752	MIB1	4470	3593	3704	3191	3676	4707
ENSG00000101773	RBBP8	4715	3668	3862	5118	5131	6338
ENSG00000101782	RIOK3	3373	3309	3030	2364	2534	3021
ENSG00000101811	CSTF2	743	590	614	732	726	837
ENSG00000101812	H2BFM	0	0	0	0	2	0
ENSG00000101825	MXRA5	678	611	618	2227	2994	3761
ENSG00000101842	VSIG1	201	220	176	3	7	8
ENSG00000101843	PSMD10	1545	1292	1361	2021	2006	2449
ENSG00000101844	ATG4A	304	240	370	330	279	380
ENSG00000101846	STS	2180	1851	1928	1572	1573	1823
ENSG00000101849	TBL1X	6049.16	5429	6530	5490	5808.01	6485
ENSG00000101850	GPR143	10	7	10	17	16	24
ENSG00000101856	PGRMC1	6923	5682	6078.11	8786	8639	9944
ENSG00000101868	POLA1	1296	1145	1381	1607	1778	2155
ENSG00000101871	MID1	1056	846	978	869	1061	1183
ENSG00000101882	NKAP	659	558	579	676	580	780
ENSG00000101883	RHOXF1	1	3	0	0	0	1
ENSG00000101888	NXT2	685	544	603	638	657	837
ENSG00000101890	GUCY2F	0	0	0	0	0	0
ENSG00000101892	ATP1B4	0	0	0	0	0	0
ENSG00000101898		2	1	1	6	7	11
ENSG00000101901	ALG13	799	727	669	796	789	873
ENSG00000101911	PRPS2	1604	1253	1368	1254	1302	1465
ENSG00000101916	TLR8	0	0	0	0	0	0
ENSG00000101928	MOSPD1	840	538	688	599	626	718
ENSG00000101935	AMMECR1	1241	1019	975	1459	1547	1871
ENSG00000101938	CHRDL1	9050	7511	7749	10257	10318.43	11998
ENSG00000101940	WDR13	1122	1092	1018	1052	946	1144
ENSG00000101945	SUV39H1	483	479	469	654.37	654	733
ENSG00000101951	PAGE4	0	0	0	0	0	0
ENSG00000101955	SRPX	288	215	199	82	67	89
ENSG00000101958	GLRA2	0	0	0	3	2	8
ENSG00000101966	XIAP	3271	2331	2809	2619	3030	3812
ENSG00000101972	STAG2	2207	2188	2208	5744	6447	7499.31
ENSG00000101974	ATP11C	1395	1208	1426	1287	1452	1788
ENSG00000101977	MCF2	0	0	1	0	1	9
ENSG00000101981	F9	0	0	0	0	0	0
ENSG00000101986	ABCD1	137	124	132	279	236	269
ENSG00000101997	CCDC22	494	489	411	460	452	486
ENSG00000102001	CACNA1F	5	4	2	8	0	2
ENSG00000102003	SYP	17	13	17	22	22	27
ENSG00000102007	PLP2	1963.45	1624.73	1842.69	1924.68	1881.91	2062.36
ENSG00000102010	BMX	0	1	1	3	1	2
ENSG00000102021	LUZP4	0	0	0	0	0	0
ENSG00000102024	PLS3	11357	9610	9941	12622	12861	15201
ENSG00000102030	NAA10	481	419	598	721.85	684	845.99
ENSG00000102032	RENBP	6	5	6	8	9	5
ENSG00000102034	ELF4	1546	1158	1238	1337	1360	1540
ENSG00000102038	SMARCA1	5776	4704	4969	3613	3790	4592
ENSG00000102043	MTMR8	49	29	41	45	45	58.21
ENSG00000102048	ASB9	173	172	158	196	197	247
ENSG00000102053	ZC3H12B	141	117	152	138	163	179
ENSG00000102054	RBBP7	6631	5773	6416.81	7667.62	7290.86	9025
ENSG00000102055	PPP1R2P9	0	0	0	0	0	0
ENSG00000102057	KCND1	140	144	126	217	182	216
ENSG00000102069	UBE2NL	0	0	0	0	0	0
ENSG00000102076	OPN1LW	0	0	0	0	0	0
ENSG00000102078	SLC25A14	141	152	156	232	201	256
ENSG00000102080	TEX28P2	0	0	0	0	0	0
ENSG00000102081	FMR1	3145	2851	2977	3655	3758	4771.71
ENSG00000102096	PIM2	728	744	501	465	509	521
ENSG00000102098	SCML2	547	456	465	247	256	309
ENSG00000102100	SLC35A2	792	669	694	886	880	1028
ENSG00000102103	PQBP1	734	611	792	902	833	1012
ENSG00000102104	RS1	0	0	0	0	0	0
ENSG00000102109	PCSK1N	4	4	2	35	18	30
ENSG00000102119	EMD	1487	1383	1313	1277	1297	1331
ENSG00000102125	TAZ	293	290	259	308	325	345
ENSG00000102128	RAB40AL	1	0	0	0	0	0
ENSG00000102144	PGK1	88887	83254.81	69467	24658	24844	26086.45
ENSG00000102145	GATA1	0	2	0	0	0	0
ENSG00000102158	MAGT1	5177	4368	4318	4572	4722	5381.77
ENSG00000102172	SMS	5494	4798	4417	4071	4014	4593
ENSG00000102174	PHEX	27	18	30	30	45	52
ENSG00000102178	UBL4A	754	603	684	896	807	982
ENSG00000102181	CD99L2	1826.02	1431	1523	2081	2054	2335
ENSG00000102189	EEA1	1865	1299	1636	1532.99	1843.97	2352.99
ENSG00000102195	GPR50	0	0	0	0	0	0
ENSG00000102218	RP2	2029	1566	1691	1310	1455	1631
ENSG00000102221	PHF16	521	454	554	475	495	565
ENSG00000102225	CDK16	3425	3046	3163	3045	3237	3480
ENSG00000102226	USP11	2246	2260	2096	1742	1774	1948
ENSG00000102230	PCYT1B	16	21	22	0	0	2
ENSG00000102239	BRS3	0	0	0	0	0	4
ENSG00000102241	HTATSF1	2301	1841	2083	2857	2891	3491
ENSG00000102243	VGLL1	0	0	0	0	0	0
ENSG00000102245	CD40LG	0	0	0	0	0	0
ENSG00000102265	TIMP1	6095	5298	5264	6183	5987	6722
ENSG00000102271	KLHL4	731	622	706	6	11	19
ENSG00000102287	GABRE	481	663	563	618	658	447
ENSG00000102290	PCDH11X	0	0	0	0	0	0
ENSG00000102302	FGD1	412	369	383	474	504	501
ENSG00000102309	PIN4	737	684	697	565	536	702
ENSG00000102312	PORCN	137	107	100	150	161	164
ENSG00000102313	ITIH6	0	0	0	0	0	0
ENSG00000102316	MAGED2	6003	5277	5238	5029	5243	6156
ENSG00000102317	RBM3	5140	4249	4666.99	6021	5836	6494
ENSG00000102349	KLF8	219	266	196	140	101	102
ENSG00000102359	SRPX2	64	48	58	4	2	0
ENSG00000102362	SYTL4	635	672	617	628	676	746
ENSG00000102383	ZDHHC15	0	0	0	20	19	15
ENSG00000102384	CENPI	649	590	589	642	718	847
ENSG00000102385	DRP2	52	60	43	30	23	16
ENSG00000102387	TAF7L	0	1	2	62	60	67
ENSG00000102390	CXorf26	1071	891	1055	1149	1112	1407
ENSG00000102393	GLA	787	681	784	1011	886	1157
ENSG00000102401	ARMCX3	2926	2626	2654	2412.34	2496	2791
ENSG00000102409	BEX4	461	400	351	473	440	535
ENSG00000102445	KIAA0226L	2	1	0	9	16	10
ENSG00000102452	NALCN	177.82	148.6	157.92	257.86	302.23	376.56
ENSG00000102466	FGF14	21	13	7	25	30	22
ENSG00000102468	HTR2A	0	0	0	1	0	0
ENSG00000102471	NDFIP2	4882	3744	4078	3225	3135	3989
ENSG00000102524	TNFSF13B	238	208	170	99	137	178
ENSG00000102531	FNDC3A	5914	5239	5123	4156	4848	5868
ENSG00000102539	MLNR	1	4	0	0	0	0
ENSG00000102543	CDADC1	200	213	175	267	267	320
ENSG00000102547	CAB39L	583.12	505.86	435.36	282.62	272.78	330.4
ENSG00000102554	KLF5	1625	1243	1246	2663	2641	3379.44
ENSG00000102572	STK24	4263	3840	3818	4381	4280	5003
ENSG00000102575	ACP5	25	23	31	11	6	4
ENSG00000102580	DNAJC3	2955	2514	2440	3027	3080	4038
ENSG00000102595	UGGT2	1223	1119	1248	1315	1322	1620
ENSG00000102606	ARHGEF7	2665	2601	2245	2061	2217	2460
ENSG00000102678	FGF9	14	8	11	6	2	6
ENSG00000102683	SGCG	3	1	3	4	1	5
ENSG00000102699	PARP4	5129	4635	4474	5968	6665	7532
ENSG00000102710	FAM48A	1892.33	1731.99	1731.9	2191.5	2439.58	2663.64
ENSG00000102738	MRPS31	463	426	386	488	504	604
ENSG00000102743	SLC25A15	195	199	174	164	166	205
ENSG00000102753	KPNA3	1928	1246	1747	1910	1927	2328
ENSG00000102755	FLT1	0	1	1	0	1	0
ENSG00000102760	RGCC	76	74	54	171	130	204
ENSG00000102763	KIAA0564	566	536	655	470	496	701
ENSG00000102780	DGKH	1668	1672	1800	875	1268	1631
ENSG00000102781	KATNAL1	1820	1500	1561	1880	2124	2579
ENSG00000102786	INTS6	1725	1312	1448	1339	1414	1696
ENSG00000102794	IRG1	0	0	0	0	0	0
ENSG00000102796	DHRS12	155	149	119	92	89	119
ENSG00000102802	C13orf33	335	266	305	313	280	323
ENSG00000102804	TSC22D1	3934	3242	3441	12199	12171	14531
ENSG00000102805	CLN5	1418.91	1211.23	1143	1247.62	1230.07	1395.58
ENSG00000102837	OLFM4	0	0	0	1	0	0
ENSG00000102854	MSLN	54	45	60	4329	4013	4821
ENSG00000102858	MGRN1	1372	1344	1254	1706	1760	1892
ENSG00000102870	ZNF629	1304.15	994.84	1082.88	1472.23	1568.51	1695.85
ENSG00000102871	TRADD	449	443	360	488	471	561
ENSG00000102878	HSF4	2244.01	3227.08	2137.22	769.45	832.12	653.01
ENSG00000102879	CORO1A	44	51	51	65	53	51
ENSG00000102882	MAPK3	1633	1543	1371	1327	1309	1357
ENSG00000102886	GDPD3	41	77	49	36	37	39
ENSG00000102890	ELMO3	143	138	114	71	95	74
ENSG00000102891	MT4	0	0	0	0	0	0
ENSG00000102893	PHKB	4067	3695	3838	4435	4658	5483
ENSG00000102897	LYRM1	600	565.17	520	599.09	593	723
ENSG00000102898	NUTF2	3166	2611	2865	3797	3858	4483
ENSG00000102900	NUP93	3588	2971	3696	5704	5658	6877
ENSG00000102901	CENPT	2114.02	2520	2181	1970	1913	2044
ENSG00000102904	TSNAXIP1	65	75	87	64	48	41
ENSG00000102908	NFAT5	4632.85	4007.56	3938.66	3374.61	4524.47	5591.09
ENSG00000102910	LONP2	5337.72	4772.52	4490.71	4398.39	4699.04	5352.46
ENSG00000102921	N4BP1	3712	2895	2875	3690	3900	4534
ENSG00000102924	CBLN1	0	0	0	0	0	0
ENSG00000102931	ARL2BP	3713	2773	3220	6253.14	6326	7457
ENSG00000102934	PLLP	126	113	107	1999	1813	2092
ENSG00000102935	ZNF423	1	4	6	24	30	25
ENSG00000102962	CCL22	0	0	0	0	0	0
ENSG00000102967	DHODH	432	456	426	417	395	416
ENSG00000102970	CCL17	0	0	0	0	0	0
ENSG00000102974	CTCF	3929	3254	3428	3666	3723	4239
ENSG00000102977	ACD	818	769	736	1037	1033	1214
ENSG00000102978	POLR2C	5120	4535	4329	4305	4207	4946
ENSG00000102981	PARD6A	162	166	162	515	457	536
ENSG00000102984	ZNF821	281.68	237	185	200	191	253
ENSG00000102996	MMP15	751	659	771	497	541	714
ENSG00000103005	C16orf57	2499	1838	2637	2171	2189	2412
ENSG00000103018	CYB5B	8210	6767	7410	12052	12282	14420
ENSG00000103021	CCDC113	20	15	19	10	10	11
ENSG00000103023	PRSS54	0	0	0	0	0	0
ENSG00000103024	NME3	356	340	293	364	261	378
ENSG00000103034	NDRG4	721	672	524	248	279	307
ENSG00000103035	PSMD7	5680.17	4706.12	5280.98	7047.71	6714.55	8369.96
ENSG00000103037	SETD6	632.8	551.41	697.54	869.75	823.64	946.41
ENSG00000103042	SLC38A7	1282	1059	1312	1185	1195	1345
ENSG00000103043	VAC14	2873	2566	2452	2356	2471	2771
ENSG00000103044	HAS3	482.9	369.42	409	7158.95	7579.69	7947.15
ENSG00000103047	TMCO7	647	521.6	711	923	872.93	1075
ENSG00000103051	COG4	4845	4802	4406	5209	5430	5933
ENSG00000103056	SMPD3	24	37	38	61.34	62	51.49
ENSG00000103061	SLC7A6OS	1838.61	1608.39	1563.93	1820.79	1673.42	2039.61
ENSG00000103064	SLC7A6	978.39	782.61	1012.07	1599.2	1848.58	1825.39
ENSG00000103066	PLA2G15	1687	1744	1462	1860	1850	2083
ENSG00000103067	ESRP2	425	383	342.02	187.09	239.09	224
ENSG00000103089	FA2H	13	11	13	107	109	101
ENSG00000103091	WDR59	2296	2448	2094	1924	2062	2070
ENSG00000103111	MON1B	2583	2181.39	2368	2923.53	3049.61	3427.28
ENSG00000103121	CMC2	1375.36	1115.46	1103.89	1421.55	1214.24	1597.43
ENSG00000103126	AXIN1	627	559	578	793	691	868
ENSG00000103145	HCFC1R1	3756.6	3462.2	3080.56	1785.85	1572.09	2026.67
ENSG00000103148	NPRL3	568.76	602.31	593.47	603.77	661.56	661.47
ENSG00000103150	MLYCD	369	287	353.51	343.88	352	384
ENSG00000103152	MPG	651.24	539.69	528.53	766.23	713.44	881.27
ENSG00000103154	NECAB2	6	10	14	0	0	0
ENSG00000103160	HSDL1	4948	4696	4005	3654	3674	4132
ENSG00000103168	TAF1C	1971	2371	1983	1809	1902	1868
ENSG00000103174	NAGPA	296	334	338	308	248	361
ENSG00000103175	WFDC1	10	7	13	3	5	7
ENSG00000103184	SEC14L5	29	25	13	7	13	7
ENSG00000103187	COTL1	5241	4468	5289	8745	8454	10109
ENSG00000103194	USP10	8142	6982	7980	7911	8388	9727
ENSG00000103196	CRISPLD2	2083	1867	1546	111	114	115
ENSG00000103197	TSC2	1442	1550	1490	1587	1730.01	1755.03
ENSG00000103199	ZNF500	188.85	177	186.23	226	201.89	252
ENSG00000103200		0	0	0	0	0	0
ENSG00000103202	NME4	625	588.68	485	324.5	335.33	349.62
ENSG00000103222	ABCC1	3446	3332	3212	3520	3920	4401
ENSG00000103226	NOMO3	942	715.39	1004.21	559.01	490.08	580.61
ENSG00000103227	LMF1	7	4	2	96	69	84
ENSG00000103241	FOXF1	2	1	4	7	9	1
ENSG00000103245	NARFL	508.48	598.97	458.41	534	485.36	586.43
ENSG00000103248	MTHFSD	700	791	664	872	879	1062
ENSG00000103249	CLCN7	2562.71	2415.31	2542.33	2302.32	2249.48	2379.79
ENSG00000103253	HAGHL	40.52	63.03	65.59	6	11.64	10.57
ENSG00000103254	FAM173A	35	30	48	48	49	56
ENSG00000103257	SLC7A5	31133	27503	25858.93	11904	12132	13169.02
ENSG00000103260	METRN	12	13	15	85	68	90
ENSG00000103264	FBXO31	1395.65	1278.81	1330	1064.84	1172.66	1312.99
ENSG00000103266	STUB1	1137.88	965.14	1044.35	1020.02	929.24	1145.36
ENSG00000103269	RHBDL1	27	23	34	15	12	10
ENSG00000103274	NUBP1	561.96	477.76	544.96	580.71	545.86	694.93
ENSG00000103275	UBE2I	3450.36	3179.85	3150.78	3788.42	3720.07	4102.74
ENSG00000103310	ZP2	0	0	0	0	0	0
ENSG00000103313	MEFV	5	2	0	1	1	1
ENSG00000103316	CRYM	62	60	44	0	2	7
ENSG00000103319	EEF2K	912.88	927	870	840	931.63	1003.74
ENSG00000103326	SOLH	630	603	647	1089	852	1094
ENSG00000103335	PIEZO1	5439.31	5351.52	4839.8	4256.51	4666.75	4928.09
ENSG00000103342	GSPT1	5065	3967	4886	4549	4699	5861
